Bin	Sequences	Proportion	Patterns	Percent Full
truncated_left	9981.0	0.9979004199160167	561	99.98497144574692%
other	17.0	0.0016996600679864027	18	0.0%
untileable_sequences	4.0	0.0003999200159968006	0	0.0%
Totals	10002.0	0.9999999999999999	579


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
truncated_left	9981.0	0.9979	561	0.9998497144574692
Subclassification	Sequence Count	Repeats	Proportion of truncated_left	Linearity	Contains Irregular ITRs	Contains PolyX	Contains a Full Payload	Tokenized	Tile Pattern
truncated_left	0.5	0	5.009518084360284e-05	reverse_linear	False	False	True	P I	Payload[1-2864](-) ITR-FLIP[22-165](+)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[1-2862](+) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[1-2862](+) ITR-FLIP[21-163](-)
truncated_left	0.5	0	5.009518084360284e-05	reverse_linear	False	False	True	P I	Payload[1-2864](-) ITR-FLIP[23-165](+)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[1-2862](+) ITR-FLIP[21-162](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	reverse_linear	False	False	True	P I	Payload[1-2861](-) ITR-FLIP[22-165](+)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[1-2864](+) ITR-FLIP[24-165](-)
truncated_left	0.5	0	5.009518084360284e-05	reverse_linear	False	False	True	P I	Payload[1-2861](-) ITR-FLIP[22-165](+)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	reverse_linear	False	False	True	P I	Payload[1-2861](-) ITR-FLIP[22-163](+)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	True	False	True	P I	Payload[1-2861](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	True	False	True	P I	Payload[1-2864](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	True	False	True	P I	Payload[1-2861](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	reverse_linear	True	False	True	P I	Payload[1-2864](-) ITR-FLIP[22-165](+) ITR-FLIP[21-164](+)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	True	False	False	P I	Payload[1-2858](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	0.5	0	5.009518084360284e-05	forward_linear	False	False	True	P I	Payload[5-2865](+) ITR-FLIP[23-165](-)


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
other	17.0	0.0017	18	0.0
Subclassification	Sequence Count	Repeats	Proportion of other	Linearity	Contains Irregular ITRs	Contains PolyX	Contains a Full Payload	Tokenized	Tile Pattern
other	1.0	0	0.058823529411764705	forward_linear	False	True	False	P P I	Payload[1-855](+) polyC[124-None](+) Payload[854-2865](+) ITR-FLIP[21-165](-)
other	1.0	0	0.058823529411764705	forward_linear	True	True	False	P P I	Payload[1-556](+) polyA[185-None](+) Payload[555-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
other	1.0	0	0.058823529411764705	forward_linear	False	True	False	P P I	Payload[1-439](+) polyC[72-None](+) Payload[436-2865](+) ITR-FLIP[21-165](-)
other	1.0	0	0.058823529411764705	forward_linear	False	True	False	P P I	Payload[1-2836](+) polyA[94-None](+) Payload[2835-2865](+) ITR-FLIP[21-165](-)
other	1.0	0	0.058823529411764705	forward_linear	True	True	False	P P I	Payload[1-2631](+) polyA[66-None](+) Payload[2623-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
other	1.0	0	0.058823529411764705	forward_linear	False	True	False	P P I	Payload[1-2598](+) polyA[66-None](+) Payload[2593-2865](+) ITR-FLIP[21-165](-)
other	1.0	0	0.058823529411764705	forward_linear	True	False	False	P P I	Payload[1-2500](+) Payload[2574-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
other	1.0	0	0.058823529411764705	forward_linear	False	True	False	P P I	Payload[1-2201](+) polyT[63-None](+) Payload[2197-2865](+) ITR-FLIP[21-165](-)
other	1.0	0	0.058823529411764705	forward_linear	False	True	False	P P I	Payload[1-2201](+) polyT[59-None](+) Payload[2193-2865](+) ITR-FLIP[21-165](-)
other	1.0	0	0.058823529411764705	forward_linear	False	True	False	P P I	Payload[1-1958](+) polyT[86-None](+) Payload[1949-2865](+) ITR-FLIP[21-165](-)
other	1.0	0	0.058823529411764705	forward_linear	False	True	False	P P I	Payload[1-142](+) polyT[58-None](+) Payload[140-2864](+) ITR-FLIP[21-165](-)
other	1.0	0	0.058823529411764705	forward_linear	True	True	False	P P I	Payload[1-1416](+) polyG[66-None](+) Payload[1415-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
other	1.0	0	0.058823529411764705	forward_linear	False	True	False	P P I	Payload[1-1403](+) polyG[75-None](+) Payload[1393-2865](+) ITR-FLIP[21-165](-)
other	1.0	0	0.058823529411764705	forward_linear	True	True	False	P P I	Payload[1-1220](+) polyG[163-None](+) Payload[1218-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
other	1.0	0	0.058823529411764705	forward_linear	False	False	False	P P I	Payload[1-1116](+) Payload[1514-2865](+) ITR-FLIP[21-165](-)
other	1.0	0	0.058823529411764705	forward_linear	False	True	False	P P I	Payload[1-1091](+) polyA[68-None](+) Payload[1090-2865](+) ITR-FLIP[23-165](-)
other	0.5	0	0.029411764705882353	non_linear	False	True	False	P P I	Payload[1911-2864](-) polyC[56-None](+) Payload[1-1912](-) ITR-FLIP[22-165](+)
other	0.5	0	0.029411764705882353	forward_linear	False	True	False	P P I	Payload[1-2068](+) polyA[95-None](+) Payload[2064-2865](+) ITR-FLIP[20-165](-)


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
untileable_sequences	4.0	0.0004	0	0.0
Subclassification	Sequence Count	Repeats	Proportion of untileable_sequences	Linearity	Contains Irregular ITRs	Contains PolyX	Contains a Full Payload	Tokenized	Tile Pattern
untileable_sequences	4.0	-1	1.0	itr_only	False	False	False	empty	
